category,scientific_name,common_names,conservation_status
Bird,Selasphorus calliope,Calliope Hummingbird,Safe
Bird,Cypseloides niger,Black Swift,Species of Concern
Bird,Archilochus alexandri,Black-Chinned Hummingbird,Safe
Bird,Calypte anna,Anna's Hummingbird,Safe
Bird,Selasphorus sasin,Allen's Hummingbird,Safe
Bird,Phalaenoptilus nuttallii,Common Poorwill,Safe
Bird,Actitis macularius,Spotted Sandpiper,Safe
Bird,Columba livia,Rock Pigeon,Safe
Bird,Streptopelia decaocto,Eurasian Collared Dove,Safe
Bird,Megaceryle alcyon,Belted Kingfisher,Safe
Bird,Geococcyx californianus,Greater Roadrunner,Safe
Bird,Callipepla californica,California Quail,Safe
Bird,Oreortyx pictus,Mountain Quail,Safe
Bird,Centrocercus urophasianus,Greater Sage-Grouse,Safe
Bird,Dendragapus fuliginosus,Sooty Grouse,Safe
Bird,Gavia pacifica,Pacific Loon,Safe
Bird,Haemorhous mexicanus,House Finch,Safe
Bird,Haemorhous purpureus,Purple Finch,Safe
Bird,Psaltriparus minimus,Bushtit,Safe
Bird,Passerina caerulea,Blue Grosbeak,Safe
Bird,Aphelocoma californica,Western Scrub-Jay,Safe
Bird,Pica hudsonia,Black-Billed Magpie,Safe
Bird,Pica nuttalli,Yellow-Billed Magpie,Species of Concern
Bird,Aimophila ruficeps,Rufous-Crowned Sparrow,Safe
Bird,Artemisiospiza belli,Sage Sparrow,Safe
Bird,Junco hyemalis caniceps,Gray-Headed Junco,Safe
Bird,Junco hyemalis hyemalis,Slate-Colored Junco,Safe
Bird,Junco hyemalis oreganus,Oregon Junco,Safe
Bird,Melozone crissalis,California Towhee,Safe
Bird,Zonotrichia leucophrys gambelii,Gambel's White-Crowned Sparrow,Safe
Bird,Zonotrichia leucophrys oriantha,Mountain White-Crowned Sparrow,Safe
Bird,Haemorhous cassinii,Cassin's Finch,Safe
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,Safe
Bird,Spinus lawrencei,Lawrence's Goldfinch,Safe
Bird,Icterus parisorum,Scott's Oriole,Safe
Bird,Quiscalus mexicanus,Great-Tailed Grackle,Safe
Bird,Lanius excubitor,Northern Shrike,Safe
Bird,Toxostoma redivivum,California Thrasher,Safe
Bird,Baeolophus inornatus,Oak Titmouse,Safe
Bird,Poecile rufescens,Chestnut-Backed Chickadee,Safe
Bird,Geothlypis tolmiei,Macgillivray's Warbler,Safe
Bird,Myioborus pictus,Painted Redstart,Safe
Bird,Setophaga americana,Northern Parula,Safe
Bird,Setophaga cerulea,Cerulean Warbler,Safe
Bird,Setophaga coronata auduboni,Audubon's Warbler,Safe
Bird,Setophaga coronata coronata,Myrtle Warbler (Yellow-Rumped),Safe
Bird,Setophaga magnolia,Magnolia Warbler,Safe
Bird,Setophaga nigrescens,Black-Throated Gray Warbler,Safe
Bird,Setophaga occidentalis,Hermit Warbler,Safe
Bird,Chamaea fasciata,Wrentit,Safe
Bird,Troglodytes pacificus,Pacific Wren,Safe
Bird,Contopus sordidulus,Western Wood-Pewee,Safe
Bird,Empidonax difficilis,Pacific-Slope Flycatcher,Safe
Bird,Empidonax wrightii,Gray Flycatcher,Safe
Bird,Pyrocephalus rubinus,Vermilion Flycatcher,Species of Concern
Bird,Sayornis nigricans,Black Phoebe,Safe
Bird,Vireo cassinii,Cassin's Vireo,Safe
Bird,Vireo huttoni,Hutton's Vireo,Safe
Bird,Nycticorax nycticorax,Black-Crowned Night Heron,Species of Concern
Bird,Pelecanus occidentalis,Brown Pelican,In Recovery
Bird,Melanerpes formicivorus,Acorn Woodpecker,Safe
Bird,Melanerpes lewis,Lewis's Woodpecker,Safe
Bird,Picoides nuttallii,Nuttall's Woodpecker,Safe
Bird,Sphyrapicus ruber,Red-Breasted Sapsucker,Safe
Bird,Podiceps nigricollis,Eared Grebe,Safe
Bird,Glaucidium gnoma,Northern Pygmy Owl,Safe
Bird,Otus flammeolus,Flammulated Owl,Safe
Bird,Strix nebulosa,Great Gray Owl,Safe
Bird,Strix occidentalis,Spotted Owl,Safe
Bird,Tyto alba,Barn Owl,Safe
Reptile,Elgaria coerulea palmeri,Sierra (Northern) Alligator Lizard,Safe
Reptile,Elgaria multicarinata webbii,San Diego (Southern) Alligator Lizard,Safe
Reptile,Charina bottae,Northern Rubber Boa,Safe
Reptile,Coluber mormon,Western Yellow-Bellied Racer,Safe
Reptile,Contia tenuis,Sharp-Tailed Snake,Safe
Reptile,Diadophis punctatus,"Ringneck Snake, Ring-Necked Snake",Species of Concern
Reptile,Hypsiglena torquata nuchalata,California Nightsnake,Safe
Reptile,Lampropeltis getula californiae,California Kingsnake,Species of Concern
Reptile,Lampropeltis zonata multicincta,Sierra Mountain Kingsnake,Safe
Reptile,Masticophis lateralis lateralis,California Striped Racer (Whipsnake),Safe
Reptile,Pituophis catenifer catenifer,Pacific Gopher Snake,Safe
Reptile,Thamnophis couchii,Sierra (Aquatic) Garter Snake,Safe
Reptile,Thamnophis elegans elegans,Mountain (Terrestrial) Garter Snake,Safe
Reptile,Phrynosoma coronatum,Coast Horned Lizard,Safe
Reptile,Sceloporus graciosus,Sagebrush Lizard,Safe
Reptile,Sceloporus occidentalis,Western Fence Lizard,Safe
Reptile,Eumeces gilberti,Gilbert's Skink,Safe
Reptile,Eumeces skiltonianus,Western Skink,Safe
Reptile,Aspidoscelis tigris munda,California (Western) Whiptail,Safe
Reptile,Crotalus oreganus oreganus,Northern Pacific Rattlesnake,Safe
Amphibian,Anaxyrus boreas halophilus,California Toad (Western Toad),Safe
Amphibian,Anaxyrus canorus,Yosemite Toad,Threatened
Amphibian,Pseudacris regilla,"Northern Pacific Treefrog, Pacific Chorus Frog, Pacific Treefrog",Safe
Amphibian,Lithobates catesbeianus,Bullfrog,Safe
Amphibian,Rana draytonii,California Red-Legged Frog,Threatened
Amphibian,Rana sierrae,Sierra Nevada Yellow-Legged Frog,Endangered
Amphibian,Aneides lugubris,Arboreal Salamander,Safe
Amphibian,Batrachoseps diabolicus,Hell Hollow Slender Salamander,Safe
Amphibian,Batrachoseps gregarius,Gregarius Slender Salamander,Safe
Amphibian,Ensatina eschscholtzii platensis,Sierra Nevada Ensatina,Safe
Amphibian,Ensatina eschscholtzii xanthoptica,Yellow-Eyed Ensatina,Safe
Amphibian,Hydromantes platycephalus,Mount Lyell Salamander,Species of Concern
Amphibian,Taricha sierrae,Sierra Newt,Safe
Fish,Catostomus occidentalis,Sacramento Sucker,Safe
Fish,Mylopharodon conocephalus,Hardhead,Safe
Fish,Ptychocheilus grandis,Sacramento Pikeminnow,Safe
Fish,Oncorhynchus clarkii henshawi,Lahontan Cutthroat Trout,Threatened
Fish,Oncorhynchus mykiss aguabonita,California Golden Trout,Safe
Fish,Cottus gulosus,Riffle Sculpin,Safe
Vascular Plant,Triglochin concinna var. debilis,Desert Arrow-Grass,Safe
Vascular Plant,Alisma plantago-aquatica,"American Waterplantain, European Water Plantain",Safe
Vascular Plant,Sagittaria latifolia,"Broadleaf Arrowhead, Common Arrowhead, Duck-Potato, Wapato",Safe
Vascular Plant,Lemna gibba,"Inflated Duckweed, Swollen Duckweed",Safe
Vascular Plant,Lilaea scilloides,"Awl-Leaf Lilaea, Flowering Quillwort",Safe
Vascular Plant,Triglochin maritima,"Arrow-Grass, Seaside Arrowgrass",Safe
Vascular Plant,Potamogeton filiformis,"Filiform Pondweed, Fineleaf Pondweed, Threadleaf Pondweed",Safe
Vascular Plant,Potamogeton foliosus var. foliosus,Leafy Pondweed,Safe
Vascular Plant,Potamogeton pusillus var. tenuissimus,Small Pondweed,Safe
Vascular Plant,Angelica breweri,Brewer's Angelica,Safe
Vascular Plant,Angelica lineariloba,"Poison Angelica, Sierra Angelica",Safe
Vascular Plant,Anthriscus caucalis,"Bur Chervil, Burr Chervil",Safe
Vascular Plant,Cicuta douglasii,"Douglas' Waterhemlock, Water Hemlock, Western Water Hemlock",Safe
Vascular Plant,Cymopterus cinerarius,Gray Springparsley,Safe
Vascular Plant,Daucus pusillus,"American Wild Carrot, Rattlesnake Carrot, Rattlesnake Weed, Southwest Wild Carrot",Safe
Vascular Plant,Heracleum lanatum,"Common Cowparsnip, Cow Parsnip",Safe
Vascular Plant,Ligusticum grayi,"Gray's Licoriceroot, Gray's Licorice-Root",Safe
Vascular Plant,Lomatium congdonii,"Congdon's Lomatium, Mariposa Desertparsley",Species of Concern
Vascular Plant,Lomatium dissectum var. dissectum,Fernleaf Biscuitroot,Safe
Vascular Plant,Lomatium nevadense var. parishii,Parish's Biscuitroot,Safe
Vascular Plant,Lomatium torreyi,Sierra Biscuitroot,Safe
Vascular Plant,Lomatium utriculatum,Common Lomatium,Safe
Vascular Plant,Osmorhiza brachypoda,"California Sweetcicely, California Sweet-Cicely",Safe
Vascular Plant,Osmorhiza occidentalis,"Sweetanise, Western Sweetroot",Safe
Vascular Plant,Oxypolis occidentalis,Western Cowbane,Safe
Vascular Plant,Perideridia bolanderi,Bolander's Yampah,Safe
Vascular Plant,Perideridia bolanderi ssp. bolanderi,Bolander's Yampah,Safe
Vascular Plant,Perideridia howellii,Howell's Yampah,Safe
Vascular Plant,Perideridia kelloggii,Kellogg's Yampah,Safe
Vascular Plant,Perideridia lemmonii,Lemmon's Yampah,Safe
Vascular Plant,Perideridia parishii ssp. latifolia,Parish's Yampah,Safe
Vascular Plant,Podistera nevadensis,Nevada Podistera,Safe
Vascular Plant,Sanicula bipinnatifida,Purple Sanicle,Safe
Vascular Plant,Sanicula tuberosa,Turkey Pea,Safe
Vascular Plant,Sphenosciadium capitellatum,"Button Parsley, Woollyhead Parsnip",Safe
Vascular Plant,Tauschia hartwegii,Hartweg's Umbrellawort,Safe
Vascular Plant,Torilis nodosa,"Knotted Hedgeparsley, Knotted Hedge-Parsley",Safe
Vascular Plant,Yabea microcarpa,"False Carrot, False Hedge-Parsley, Falsecarrot",Safe
Vascular Plant,Aralia californica,California Spikenard,Safe
Vascular Plant,Allium amplectens,Narrowleaf Onion,Safe
Vascular Plant,Allium bisceptrum var. bisceptrum,Twincrest Onion,Safe
Vascular Plant,Allium campanulatum,"Dusky Onion, Sierra Onion",Safe
Vascular Plant,Allium hyalinum,Glassy Onion,Safe
Vascular Plant,Allium obtusum,"Red Sierra Onion, Red Sierran Onion",Safe
Vascular Plant,Allium obtusum var. conspicuum,Red Sierra Onion,Safe
Vascular Plant,Allium obtusum var. obtusum,"Red Sierra Onion, Red Sierran Onion",Safe
Vascular Plant,Allium tribracteatum,Threebract Onion,Species of Concern
Vascular Plant,Allium validum,"Pacific Onion, Swamp Onion",Safe
Vascular Plant,Allium yosemitense,Yosemite Onion,Safe
Vascular Plant,Brodiaea elegans ssp. elegans,Harvest Brodiaea,Safe
Vascular Plant,Camassia quamash ssp. breviflora,Small Camas,Safe
Vascular Plant,Camassia quamash ssp. quamash,Small Camas,Safe
Vascular Plant,Chlorogalum pomeridianum var. pomeridianum,Wavyleaf Soap Plant,Safe
Vascular Plant,Dichelostemma capitatum ssp. capitatum,"Bluedick, Bluedicks",Safe
Vascular Plant,Dichelostemma multiflorum,Roundtooth Snakelily,Safe
Vascular Plant,Dichelostemma volubile,Twining Snakelily,Safe
Vascular Plant,Triteleia dudleyi,Dudley's Triteleia,Safe
Vascular Plant,Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",Safe
Vascular Plant,Triteleia ixioides ssp. anilina,Prettyface,Safe
Vascular Plant,Triteleia ixioides ssp. scabra,Prettyface,Safe
Vascular Plant,Triteleia laxa,Ithuriel's Spear,Safe
Vascular Plant,Triteleia lugens,Coast Range Triteleia,Safe
Vascular Plant,Triteleia montana,Sierra Triteleia,Safe
Vascular Plant,Iris hartwegii ssp. hartwegii,"Hartweg's Iris, Rainbow Iris",Safe
Vascular Plant,Sisyrinchium bellum,Western Blue-Eyed Grass,Safe
Vascular Plant,Sisyrinchium elmeri,"Elmer's Blueeyed Grass, Elmer's Blue-Eyed Grass, Elmer's Blue-Eyed-Grass",Safe
Vascular Plant,Cephalanthera austiniae,Phantom Orchid,Safe
Vascular Plant,Cypripedium montanum,"Mountain Lady's Slipper, Mountain Ladyslipper",Safe
Vascular Plant,Epipactis helleborine,Broadleaf Helleborine,Safe
Vascular Plant,Piperia colemanii,Coleman's Piperia,Safe
Vascular Plant,Piperia transversa,Royal Rein Orchid,Safe
Vascular Plant,Platanthera leucostachys,"Bog Orchid, Sierra Bog Orchid",Safe
Vascular Plant,Platanthera sparsiflora,"Canyon Bog Orchid, Sparse-Flowered Bog Orchid",Safe
Vascular Plant,Spiranthes porrifolia,"Creamy Ladies'-Tresses, Creamy Lady's Tresses, Western Lady's Tresses",Safe
Vascular Plant,Achillea millefolium,"Bloodwort, Carpenter's Weed, Common Yarrow, Hierba De Las Cortaduras, Milenrama, Milfoil, Plumajillo, Western Yarrow, Yarrow",Safe
Vascular Plant,Adenocaulon bicolor,American Trailplant,Safe
Vascular Plant,Ageratina occidentalis,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Safe
Vascular Plant,Agoseris elata,Tall Agoseris,Safe
Vascular Plant,Agoseris glauca var. monticola,Pale Agoseris,Safe
Vascular Plant,Agoseris grandiflora,"Bigflower Agoseris, Shortbeak Agoseris",Safe
Vascular Plant,Agoseris heterophylla,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",Safe
Vascular Plant,Agoseris retrorsa,Spearleaf Agoseris,Safe
Vascular Plant,Antennaria argentea,"Silver Pussytoes, Silvery Pussytoes",Safe
Vascular Plant,Antennaria rosea ssp. confinis,Rosy Pussytoes,Safe
Vascular Plant,Anthemis cotula,"Chamomile, Dog Fennel, Dogfennel, Mayweed, Mayweed Chamomile, Mayweed Dogfennel, Stinking Chamomile, Stinkweed",Safe
Vascular Plant,Arnica amplexicaulis,"Clasping Arnica, Streambank Arnica",Safe
Vascular Plant,Arnica chamissonis ssp. foliosa,Chamisso Arnica,Safe
Vascular Plant,Arnica discoidea,Rayless Arnica,Safe
Vascular Plant,Arnica nevadensis,Nevada Arnica,Safe
Vascular Plant,Arnica parryi ssp. sonnei,Sonne's Arnica,Safe
Vascular Plant,Artemisia arbuscula ssp. arbuscula,"Gray Low Sagebrush, Little Sagebrush",Safe
Vascular Plant,Artemisia cana ssp. bolanderi,"Bolander's Silver Sagebrush, Silver Sagebrush",Safe
Vascular Plant,Artemisia douglasiana,"Douglas' Mugwort, Douglas' Sagewort",Safe
Vascular Plant,Artemisia ludoviciana ssp. incompta,"Columbia River Wormwood, Mountain Sagewort, White Sagebrush",Safe
Vascular Plant,Artemisia norvegica ssp. saxatilis,Boreal Sagebrush,Safe
Vascular Plant,Artemisia rothrockii,Timberline Sagebrush,Safe
Vascular Plant,Artemisia spiciformis,Big Sagebrush,Safe
Vascular Plant,Artemisia tridentata ssp. tridentata,"Basin Big Sagebrush, Big Sagebrush",Safe
Vascular Plant,Artemisia tridentata ssp. vaseyana,"Big Sagebrush, Mountain Big Sagebrush",Safe
Vascular Plant,Aster ascendens,Chile Aster,Safe
Vascular Plant,Aster eatonii,Eaton's Aster,Safe
Vascular Plant,Aster foliaceus var. parryi,Parry's Aster,Safe
Vascular Plant,Aster integrifolius,Thickstem Aster,Safe
Vascular Plant,Aster occidentalis var. occidentalis,Western Aster,Safe
Vascular Plant,Aster occidentalis var. yosemitanus,Yosemite Aster,Safe
Vascular Plant,Baccharis pilularis,Coyotebrush,Safe
Vascular Plant,Balsamorhiza deltoidea,Deltoid Balsamroot,Safe
Vascular Plant,Balsamorhiza macrolepis,"California Balsamroot, Silvery Balsamroot",Safe
Vascular Plant,Bidens tripartita,"Threelobe Beggarticks, Three-Lobe Beggarticks",Safe
Vascular Plant,Brickellia californica,"California Brickellbush, Jepson's Brickellbush",Safe
Vascular Plant,Calycadenia mollis,Soft Western Rosinweed,Safe
Vascular Plant,Calycadenia oppositifolia,Butte County Western Rosinweed,Safe
Vascular Plant,Carduus pycnocephalus,"Compact-Headed Thistle, Italian Plumeless Thistle, Italian Thistle",Safe
Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",Safe
Vascular Plant,Centaurea melitensis,"Malta Starthistle, Maltese Star Thistle, Maltese Star-Thistle, Napa Thistle, Spotted Knapweed, Tocalote",Safe
Vascular Plant,Centaurea solstitialis,"Yellow Star Thistle, Yellow Starthistle, Yellow Star-Thistle",Safe
Vascular Plant,Chaenactis alpigena,"Sierra Pincushion, Southern Sierra Pincushion",Safe
Vascular Plant,Chaenactis douglasii var. douglasii,"Douglas' Dustymaiden, Dusty-Maiden",Safe
Vascular Plant,Chaenactis glabriuscula var. glabriuscula,Yellow Pincushion,Safe
Vascular Plant,Chaenactis glabriuscula var. heterocarpha,Yellow Pincushion,Safe
Vascular Plant,Chaenactis glabriuscula var. megacephala,Yellow Pincushion,Safe
Vascular Plant,Cirsium andersonii,"Anderson's Thistle, Rose Thistle",Safe
Vascular Plant,Cirsium douglasii var. breweri,Douglas' Thistle,Safe
Vascular Plant,Cirsium occidentale var. californicum,Cobwebby Thistle,Safe
Vascular Plant,Cirsium scariosum,Meadow Thistle,Safe
Vascular Plant,Cirsium vulgare,"Bull Thistle, Common Thistle, Spear Thistle",Safe
Vascular Plant,Cnicus benedictus,"Blessed Thistle, Blessed-Thistle",Safe
Vascular Plant,Coreopsis lanceolata,Garden Coreopsis,Safe
Vascular Plant,Crepis capillaris,"Smooth Hawksbeard, Smooth Hawk's-Beard",Safe
Vascular Plant,Crepis nana,"Dwarf Alpine Hawksbeard, Small Hawksbeard, Tiny Hawksbeard",Safe
Vascular Plant,Crepis occidentalis,"Largeflower Hawksbeard, Large-Flower Hawk's-Beard, Western Hawksbeard",Safe
Vascular Plant,Ericameria arborescens,Goldenfleece,Safe
Vascular Plant,Ericameria bloomeri,"Bloomer's Goldenbush, Rabbitbush",Safe
Vascular Plant,Ericameria cuneata var. cuneata,Cliff Goldenbush,Safe
Vascular Plant,Ericameria discoidea,Whitestem Goldenbush,Safe
Vascular Plant,Erigeron algidus,"Sierra Daisy, Stalked Fleabane",Safe
Vascular Plant,Erigeron annuus,"Annual Fleabane, Eastern Daisy Fleabane",Safe
Vascular Plant,Erigeron barbellulatus,Shining Fleabane,Safe
Vascular Plant,Erigeron breweri var. breweri,"Brewer's Daisy, Brewer's Fleabane",Safe
Vascular Plant,Erigeron clokeyi,"Clokey's Daisy, Clokey's Fleabane",Safe
Vascular Plant,Erigeron compactus,"Cushion Daisy, Fernleaf Fleabane, Fern-Leaf Fleabane",Safe
Vascular Plant,Erigeron compositus,"Cutleaf Daisy, Dwarf Mountain Fleabane, Fernleaf Fleabane",Safe
Vascular Plant,Erigeron coulteri,"Coulter's Fleabane, Large Mountain Fleabane, Whiteray Daisy",Safe
Vascular Plant,Erigeron divergens,"Spreading Daisy, Spreading Fleabane",Safe
Vascular Plant,Erigeron eatonii var. sonnei,Eaton's Fleabane,Safe
Vascular Plant,Erigeron elmeri,Elmer's Erigeron,Safe
Vascular Plant,Erigeron foliosus var. hartwegii,Hartweg's Fleabane,Safe
Vascular Plant,Erigeron inornatus var. inornatus,"California Rayless Daisy, California Rayless Fleabane",Safe
Vascular Plant,Erigeron peregrinus,"Subalpine Fleabane, Wandering Daisy, Wandering Fleabane",Safe
Vascular Plant,Erigeron peregrinus var. callianthemus,Subalpine Fleabane,Safe
Vascular Plant,Erigeron peregrinus var. hirsutus,Subalpine Fleabane,Safe
Vascular Plant,Erigeron pygmaeus,"Dwarf Daisy, Pygmy Fleabane",Safe
Vascular Plant,Erigeron tener,"Slender Daisy, Slender Fleabane",Safe
Vascular Plant,Erigeron vagus,"Loose Daisy, Rambling Fleabane",Safe
Vascular Plant,Eriophyllum confertiflorum var. confertiflorum,Golden-Yarrow,Safe
Vascular Plant,Eriophyllum congdonii,Congdon's Woolly Sunflower,Safe
Vascular Plant,Eriophyllum lanatum,"Common Woolly Sunflower, Woody Eriophyllum, Woolly Eriophyllum, Wooly Daisy",Safe
Vascular Plant,Eriophyllum lanatum var. croceum,Common Woolly Sunflower,Safe
Vascular Plant,Eriophyllum lanatum var. grandiflorum,Common Woolly Sunflower,Safe
Vascular Plant,Eriophyllum nubigenum,Yosemite Woolly Sunflower,Species of Concern
Vascular Plant,Euthamia occidentalis,"Western Goldenrod, Western Goldentop",Safe
Vascular Plant,Filago gallica,Narrowleaf Cottonrose,Safe
Vascular Plant,Gaillardia pulchella,"Firewheel, Indian Blanket, Indianblanket, Rosering Gaillardia",Safe
Vascular Plant,Grindelia camporum var. camporum,Great Valley Gumweed,Safe
Vascular Plant,Grindelia nana,Idaho Gumweed,Safe
Vascular Plant,Hazardia whitneyi var. whitneyi,Whitney's Bristleweed,Safe
Vascular Plant,Helenium bigelovii,Bigelow's Sneezeweed,Safe
Vascular Plant,Helianthella californica var. nevadensis,Nevada Helianthella,Safe
Vascular Plant,Helianthus bolanderi,Serpentine Sunflower,Safe
Vascular Plant,Helianthus californicus,California Sunflower,Safe
Vascular Plant,Hemizonia kelloggii,Kellogg's Tarweed,Safe
Vascular Plant,Heterotheca grandiflora,"Telegraph Weed, Telegraphweed",Safe
Vascular Plant,Heterotheca sessiliflora ssp. echioides,Sessileflower False Goldenaster,Safe
Vascular Plant,Heterotheca villosa var. hispida,Bristly Hairy Goldaster,Safe
Vascular Plant,Heterotheca villosa var. villosa,"Hairy False Goldenaster, Hairy False Golden-Aster",Safe
Vascular Plant,Hieracium argutum,Southern Hawkweed,Safe
Vascular Plant,Hieracium gracile,Slender Hawkweed,Safe
Vascular Plant,Hieracium horridum,"Prickly Hawkweed, Shaggy Hawkweed",Safe
Vascular Plant,Hieracium scouleri,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",Safe
Vascular Plant,Holocarpha virgata ssp. virgata,Yellowflower Tarweed,Safe
Vascular Plant,Hulsea brevifolia,Shortleaf Alpinegold,Safe
Vascular Plant,Hulsea heterochroma,"Redray Alpinegold, Redray Hulsea",Safe
Vascular Plant,Hulsea nana,Dwarf Alpinegold,Safe
Vascular Plant,Hypochaeris glabra,"Smooth Cat's Ear, Smooth Catsear",Safe
Vascular Plant,Hypochaeris radicata,"Common Cat's-Ear, False Dandelion, Frogbit, Gosmore, Hairy Cat's Ear, Hairy Catsear, Spotted Catsear",Safe
Vascular Plant,Lasthenia californica,"California Goldfields, Goldfields",Safe
Vascular Plant,Lasthenia platycarpha,Alkali Goldfields,Safe
Vascular Plant,Layia pentachaeta ssp. pentachaeta,Sierra Tidytips,Safe
Vascular Plant,Lessingia leptoclada,Sierra Lessingia,Safe
Vascular Plant,Leucanthemum vulgare,"Oxeye Daisy, Ox-Eye Daisy, Oxeyedaisy, Oxeye-Daisy",Safe
Vascular Plant,Madia bolanderi,Bolander's Madia,Safe
Vascular Plant,Madia elegans ssp. elegans,Common Madia,Safe
Vascular Plant,Madia elegans ssp. vernalis,Spring Madia,Safe
Vascular Plant,Madia exigua,Small Tarweed,Safe
Vascular Plant,Madia gracilis,"Grassy Tarweed, Slender Tarweed",Safe
Vascular Plant,Madia minima,"Least Tarweed, Oppositeleaved Tarweed",Safe
Vascular Plant,Madia yosemitana,Yosemite Tarweed,Safe
Vascular Plant,Malacothrix floccifera,"Woolly Desertdandelion, Wooly Desert Dandelion",Safe
Vascular Plant,Micropus californicus var. californicus,Q-Tips,Safe
Vascular Plant,Monolopia major,Cupped Monolopia,Safe
Vascular Plant,Phalacroseris bolanderi,Bolander's Mock Dandelion,Safe
Vascular Plant,Pseudobahia heermannii,Foothill Sunburst,Safe
Vascular Plant,Psilocarphus brevissimus var. brevissimus,Short Woollyheads,Safe
Vascular Plant,Psilocarphus oregonus,Oregon Woollyheads,Safe
Vascular Plant,Psilocarphus tenellus var. tenellus,Slender Woollyheads,Safe
Vascular Plant,Pyrrocoma apargioides,Alpineflames,Safe
Vascular Plant,Raillardella argentea,"Silky Raillardella, Silvermat",Safe
Vascular Plant,Raillardella scaposa,"Greenleaf Silvermat, Stem Raillardella",Safe
Vascular Plant,Rigiopappus leptocladus,Wireweed,Safe
Vascular Plant,Rudbeckia californica var. californica,California Coneflower,Safe
Vascular Plant,Rudbeckia hirta var. pulcherrima,"Blackeyed Susan, Pinewoods Coneflower",Safe
Vascular Plant,Senecio aronicoides,Rayless Ragwort,Safe
Vascular Plant,Senecio canus,Woolly Groundsel,Safe
Vascular Plant,Senecio clarkianus,Clark's Ragwort,Safe
Vascular Plant,Senecio flaccidus var. douglasii,"Douglas' Groundsel, Douglas' Ragwort, Douglas' Senecio",Safe
Vascular Plant,Senecio fremontii var. occidentalis,"Dwarf Mountain Ragwort, Western Groundsel",Safe
Vascular Plant,Senecio integerrimus var. major,"Lambstongue Groundsel, Lambstongue Ragwort",Safe
Vascular Plant,Senecio pauciflorus,Alpine Groundsel,Safe
Vascular Plant,Senecio pseudaureus var. pseudaureus,Falsegold Groundsel,Safe
Vascular Plant,Senecio scorzonella,"Sierra Groundsel, Sierra Ragwort",Safe
Vascular Plant,Senecio streptanthifolius,Cleftleaf Groundsel,Safe
Vascular Plant,Senecio werneriifolius,Hoary Groundsel,Safe
Vascular Plant,Solidago californica,California Goldenrod,Safe
Vascular Plant,Solidago multiradiata,"Arctic Goldenrod, Manyray Goldenrod, Mountain Goldenrod, Rocky Mountain Goldenrod",Safe
Vascular Plant,Soliva sessilis,"Field Burrweed, Field Soliva",Safe
Vascular Plant,Sonchus asper ssp. asper,Spiny Sowthistle,Safe
Vascular Plant,Sonchus oleraceus,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",Safe
Vascular Plant,Sphaeromeria cana,"Gray Chickensage, Gray Tansey",Safe
Vascular Plant,Stephanomeria lactucina,"Creeping Wirelettuce, Lettuce Wirelettuce",Safe
Vascular Plant,Stephanomeria virgata ssp. pleurocarpa,Wand Wirelettuce,Safe
Vascular Plant,Tanacetum parthenium,Feverfew,Safe
Vascular Plant,Uropappus lindleyi,Lindley's Silverpuffs,Safe
Vascular Plant,Whitneya dealbata,Mock Leopardbane,Safe
Vascular Plant,Wyethia angustifolia,California Compassplant,Safe
Vascular Plant,Wyethia elata,Hall's Mule-Ears,Safe
Vascular Plant,Wyethia mollis,"Woolly Mule-Ears, Wooly Wyethia",Safe
Vascular Plant,Downingia montana,Sierra Calicoflower,Safe
Vascular Plant,Githopsis specularioides,Common Bluecup,Safe
Vascular Plant,Heterocodon rariflorum,"Rareflower Heterocodon, Western Pearlflower",Safe
Vascular Plant,Nemacladus capillaris,Common Threadplant,Safe
Vascular Plant,Nemacladus interior,Sierra Threadplant,Safe
Vascular Plant,Amsinckia lycopsoides,"Bugloss Fiddleneck, Tarweed Fiddleneck",Safe
Vascular Plant,Amsinckia menziesii var. intermedia,"Coast Buckthorn, Coast Fiddleneck, Common Fiddleneck, Intermediate Fiddleneck",Safe
Vascular Plant,Amsinckia menziesii var. menziesii,"Menzies' Fiddleneck, Rigid Fiddleneck",Safe
Vascular Plant,Cryptantha echinella,"Hedgehog Cryptantha, Prickly Cryptantha",Safe
Vascular Plant,Cryptantha flaccida,Weakstem Cryptantha,Safe
Vascular Plant,Cryptantha glomeriflora,Truckee Cryptantha,Safe
Vascular Plant,Cryptantha hispidula,Napa Cryptantha,Safe
Vascular Plant,Cryptantha humilis,"Round-Spike Catseye, Roundspike Cryptantha",Safe
Vascular Plant,Cryptantha muricata,"Pointed Catseye, Pointed Cryptantha, Prickly Cryptantha",Safe
Vascular Plant,Cryptantha nubigena,Sierra Cryptantha,Safe
Vascular Plant,Cryptantha simulans,"Pine Cryptantha, Pinewoods Cryptantha",Safe
Vascular Plant,Cynoglossum grande,Pacific Hound's Tongue,Safe
Vascular Plant,Cynoglossum occidentale,Western Hound's Tongue,Safe
